,idaviso,ciudad,provincia,precio,tipodeoperacion,tipodepropiedad,habitaciones,metrostotales,iscurrent
1282,49665017,Almagro,Capital Federal,35000,Alquiler,Apartamento,0.0,32.0,1
1283,49665292,Lomas de Zamora,GBA Sur,30000,Alquiler,PH,2.0,53.0,1
1284,49665310,Palermo,Capital Federal,50000,Alquiler,Apartamento,1.0,39.0,1
1285,49665381,San Telmo,Capital Federal,28000,Alquiler,Apartamento,0.0,32.0,0
1286,49666684,Palermo,Capital Federal,47000,Alquiler,Apartamento,1.0,45.0,0
1287,49668698,San Isidro,GBA Norte,40000,Alquiler,Apartamento,0.0,28.0,1
1288,49668942,Rosario,Santa Fe,90000,Alquiler,Casa,4.0,122.0,1
1289,49669008,Núñez,Capital Federal,45000,Alquiler,Apartamento,0.0,,0
1290,49669186,Centro / Microcentro,Capital Federal,29000,Alquiler,Apartamento,,20.0,1
1291,49669229,Caballito,Capital Federal,85000,Alquiler,Apartamento,3.0,109.0,0
1292,49670214,Almagro,Capital Federal,35000,Alquiler,Apartamento,0.0,25.0,1
1293,49670468,Belgrano,Capital Federal,100000,Alquiler,Apartamento,2.0,60.0,0
1294,49670474,Chacarita,Capital Federal,40000,Alquiler,Apartamento,1.0,45.0,1
1295,49671053,Rosario,Santa Fe,30000,Venta,Apartamento,2.0,65.0,1
1296,49671078,Núñez,Capital Federal,58000,Alquiler,Apartamento,1.0,48.0,1
1297,49671169,San Telmo,Capital Federal,65000,Alquiler,Apartamento,2.0,80.0,0
1298,49671375,Parque Chacabuco,Capital Federal,60000,Alquiler,Apartamento,2.0,60.0,1
1299,49671390,Núñez,Capital Federal,50000,Alquiler,Apartamento,1.0,48.0,1
1300,49671843,Palermo,Capital Federal,97000,Alquiler,Apartamento,2.0,100.0,1
1301,49672032,San Isidro,GBA Norte,127000,Alquiler,Casa,2.0,118000.0,1
1302,49672218,Núñez,Capital Federal,65000,Alquiler,Apartamento,1.0,46.0,1
1303,49672330,Caballito,Capital Federal,70000,Alquiler,Apartamento,1.0,49.0,1
1304,49672700,Barrio Norte,Capital Federal,60000,Alquiler,Apartamento,1.0,40.0,0
1305,49673386,Caballito,Capital Federal,49000,Alquiler,Apartamento,1.0,42.0,1
1306,49673465,Rosario,Santa Fe,30000,Alquiler,Apartamento,1.0,,0
1307,49673887,Villa Urquiza,Capital Federal,48000,Alquiler,Apartamento,1.0,52.0,0
1308,49674107,Colegiales,Capital Federal,120000,Alquiler,Apartamento,2.0,89.0,1
1309,49674223,Palermo,Capital Federal,80000,Alquiler,Apartamento,3.0,108.0,1
1310,49674722,La Matanza,GBA Oeste,45000,Alquiler,PH,2.0,70.0,0
1311,49674785,Palermo,Capital Federal,50000,Alquiler,Apartamento,1.0,37.0,0
1312,49674803,Caballito,Capital Federal,50000,Alquiler,Apartamento,1.0,49.0,1
1313,49674833,Caballito,Capital Federal,55000,Alquiler,Apartamento,1.0,70.0,0
1314,49674994,Núñez,Capital Federal,50000,Alquiler,Apartamento,1.0,30.0,1
1315,49675176,Saavedra,Capital Federal,70000,Alquiler,Apartamento,3.0,86.0,0
1316,49675233,Villa Urquiza,Capital Federal,70000,Alquiler,PH,1.0,106.0,0
1317,49675252,Palermo,Capital Federal,67000,Alquiler,Apartamento,1.0,38.0,1
1318,49675280,Palermo,Capital Federal,1250,Alquiler,Apartamento,2.0,100.0,1
1319,49675477,Belgrano,Capital Federal,39000,Alquiler,Apartamento,1.0,30.0,0
1320,49675767,Villa Crespo,Capital Federal,65000,Alquiler,Apartamento,2.0,55.0,1
1321,49675913,Villa Urquiza,Capital Federal,50000,Alquiler,Apartamento,0.0,45.0,0
1322,49676310,Vicente López,GBA Norte,135000,Alquiler,PH,1.0,94.0,1
1323,49676466,Almagro,Capital Federal,38000,Alquiler,Apartamento,1.0,,0
1324,49676698,Palermo,Capital Federal,50000,Alquiler,Apartamento,1.0,36.0,1
1325,49677142,Saavedra,Capital Federal,45000,Alquiler,Apartamento,,40.0,0
1326,49677197,Boedo,Capital Federal,40000,Alquiler,Apartamento,1.0,41.0,0
1327,49677230,Caballito,Capital Federal,85000,Alquiler,Apartamento,2.0,67.0,1
1328,49678345,Belgrano,Capital Federal,120000,Alquiler,Apartamento,2.0,67.0,1
1329,49678447,Parque Patricios,Capital Federal,35000,Alquiler,Apartamento,1.0,50.0,1
1330,49678520,Caballito,Capital Federal,40000,Alquiler,Apartamento,1.0,30.0,0
1331,49678645,Barrio Norte,Capital Federal,65000,Alquiler,Apartamento,1.0,63.0,1
1332,49678656,Barrio Norte,Capital Federal,80000,Alquiler,Apartamento,2.0,90.0,1
1333,49678702,Parque Avellaneda,Capital Federal,60000,Alquiler,PH,1.0,53.0,1
1334,49680558,Palermo,Capital Federal,55000,Alquiler,Apartamento,1.0,37.0,1
1335,49680723,Rosario,Santa Fe,24000,Alquiler,Apartamento,0.0,30.0,1
1336,49680873,Once,Capital Federal,29000,Alquiler,Apartamento,0.0,22.0,0
1337,49681121,Parque Chacabuco,Capital Federal,55000,Alquiler,PH,0.0,62.0,1
1338,49681257,Caballito,Capital Federal,65000,Alquiler,PH,1.0,46.0,1
1339,49681370,Palermo,Capital Federal,80000,Alquiler,Apartamento,2.0,63.0,0
1340,49681753,Núñez,Capital Federal,80000,Alquiler,Apartamento,2.0,75.0,0
1341,49681761,Villa Urquiza,Capital Federal,52000,Alquiler,Apartamento,0.0,42.0,1
1342,49681799,Almagro,Capital Federal,43000,Alquiler,Apartamento,0.0,35.0,1
1343,49681892,Belgrano,Capital Federal,55000,Alquiler,PH,2.0,95.0,0
1344,49682391,Flores,Capital Federal,85000,Alquiler,PH,2.0,95.0,1
1345,49682423,Palermo,Capital Federal,135000,Alquiler,Apartamento,2.0,71.0,1
1346,49682442,Caballito,Capital Federal,55000,Alquiler,Apartamento,1.0,41.0,1
1347,49682457,Núñez,Capital Federal,55000,Alquiler,Apartamento,1.0,47.0,0
1348,49682847,Villa Crespo,Capital Federal,50000,Alquiler,PH,2.0,50.0,0
1349,49682980,Palermo,Capital Federal,52500,Alquiler,Apartamento,1.0,45.0,0
1350,49682998,Villa del Parque,Capital Federal,95000,Alquiler,PH,2.0,150.0,1
1351,49683021,Parque Chas,Capital Federal,38000,Alquiler,Apartamento,1.0,45.0,1
1352,49683527,Villa del Parque,Capital Federal,60000,Alquiler,Apartamento,0.0,,1
1353,49683663,Villa Ortuzar,Capital Federal,80000,Alquiler,PH,2.0,115.0,0
1354,49684146,Belgrano,Capital Federal,80000,Alquiler,Apartamento,1.0,62.0,0
1355,49684282,Córdoba,Córdoba,35000,Alquiler,Apartamento,1.0,60.0,1
1356,49684314,Caballito,Capital Federal,65000,Alquiler,Apartamento,1.0,52.0,1
1357,49684379,Palermo,Capital Federal,90000,Alquiler,Apartamento,2.0,72.0,0
1358,49684390,Palermo,Capital Federal,80000,Alquiler,Apartamento,3.0,81.0,0
1359,49684553,Villa Urquiza,Capital Federal,59000,Alquiler,Apartamento,1.0,46.0,1
1360,49684664,Colegiales,Capital Federal,60000,Alquiler,PH,1.0,51.0,1
1361,49685498,Recoleta,Capital Federal,60000,Alquiler,Apartamento,0.0,34.0,1
1362,49685714,Barrio Norte,Capital Federal,46000,Alquiler,Apartamento,1.0,44.0,1
1363,49685876,Caballito,Capital Federal,70000,Alquiler,Apartamento,1.0,55.0,0
1364,49686270,Palermo,Capital Federal,42000,Alquiler,Apartamento,1.0,32.0,0
1365,49686373,Barrio Norte,Capital Federal,31500,Alquiler,Apartamento,0.0,30.0,1
1366,49686488,Monte Castro,Capital Federal,60000,Alquiler,PH,1.0,,0
1367,49686703,Villa Urquiza,Capital Federal,38000,Alquiler,Apartamento,0.0,40.0,0
1368,49686799,Belgrano,Capital Federal,80000,Alquiler,Apartamento,2.0,63.0,0
1369,49687013,Almagro,Capital Federal,39000,Alquiler,Apartamento,1.0,34.0,0
1370,49687016,San Isidro,GBA Norte,76500,Alquiler,PH,2.0,68.0,1
1371,49687526,Palermo,Capital Federal,105000,Alquiler,Apartamento,1.0,65.0,1
1372,49688181,Rosario,Santa Fe,25000,Alquiler,Apartamento,1.0,25.0,1
1373,49688535,Almagro,Capital Federal,40000,Alquiler,Apartamento,1.0,32.0,1
1374,49689129,Palermo,Capital Federal,48000,Alquiler,Apartamento,1.0,45.0,1
1375,49689132,Barrio Norte,Capital Federal,47000,Alquiler,Apartamento,1.0,40.0,0
1376,49689746,Lomas de Zamora,GBA Sur,42000,Alquiler,Apartamento,2.0,48.0,1
1377,49690018,Coghlan,Capital Federal,78000,Alquiler,Apartamento,2.0,50.0,1
1378,49690063,Barrio Norte,Capital Federal,38000,Alquiler,Apartamento,0.0,25.0,1
1379,49690155,San Isidro,GBA Norte,75000,Alquiler,Casa,2.0,140.0,1
1380,49690388,Colegiales,Capital Federal,55000,Alquiler,Apartamento,1.0,49.0,1
1381,49690459,Caballito,Capital Federal,45000,Alquiler,Apartamento,1.0,45.0,0
1382,49690512,Vicente López,GBA Norte,45000,Alquiler,Apartamento,1.0,43.0,1
1383,49691260,San Telmo,Capital Federal,40000,Alquiler,Apartamento,1.0,40.0,0
1384,49691273,Barrio Norte,Capital Federal,48000,Alquiler,Apartamento,1.0,48.0,1
1385,49691282,Palermo,Capital Federal,72500,Alquiler,Apartamento,2.0,75.0,0
1386,49691429,Vicente López,GBA Norte,50000,Alquiler,Apartamento,1.0,42.0,1
1387,49691775,Caballito,Capital Federal,35000,Alquiler,Apartamento,1.0,24.0,0
1388,49691784,Coghlan,Capital Federal,50000,Alquiler,Apartamento,1.0,48.0,0
1389,49691879,Palermo,Capital Federal,59000,Alquiler,Apartamento,1.0,50.0,0
1390,49691886,Villa Crespo,Capital Federal,100000,Alquiler,PH,3.0,115.0,1
1391,49692022,Vicente López,GBA Norte,97000,Alquiler,Casa,2.0,66.0,1
1392,49692647,Caballito,Capital Federal,98000,Alquiler,PH,3.0,180.0,1
1393,49692704,Boedo,Capital Federal,28000,Alquiler,Apartamento,,24.0,0
1394,49692722,Barracas,Capital Federal,40000,Alquiler,Apartamento,1.0,60.0,1
1395,49692763,Núñez,Capital Federal,45000,Alquiler,Apartamento,1.0,40.0,1
1396,49693176,Rosario,Santa Fe,30000,Alquiler,PH,0.0,30.0,1
1397,49693454,Almagro,Capital Federal,45000,Alquiler,Apartamento,1.0,39.0,0
1398,49693540,Lomas de Zamora,GBA Sur,45000,Alquiler,PH,2.0,53.0,1
1399,49693558,Chacarita,Capital Federal,95000,Alquiler,PH,2.0,110.0,0
1400,49695200,Caballito,Capital Federal,30000,Alquiler,Apartamento,,25.0,0
1401,49695334,Almagro,Capital Federal,40000,Alquiler,Apartamento,1.0,27.0,1
1402,49695389,Recoleta,Capital Federal,60000,Alquiler,Apartamento,1.0,45.0,0
1403,49695599,Palermo,Capital Federal,60000,Alquiler,Apartamento,1.0,35.0,0
1404,49695601,Caballito,Capital Federal,35000,Alquiler,Apartamento,0.0,22.0,1
1405,49695691,Boedo,Capital Federal,35000,Alquiler,Apartamento,1.0,44.0,0
1406,49696230,Rosario,Santa Fe,29000,Alquiler,Apartamento,0.0,38.0,0
1407,49696446,Colegiales,Capital Federal,40000,Alquiler,Apartamento,1.0,34.0,1
1408,49696642,Flores,Capital Federal,45000,Alquiler,PH,1.0,30.0,1
1409,49696650,Caballito,Capital Federal,28000,Alquiler,Apartamento,0.0,30.0,0
1410,49696810,Villa del Parque,Capital Federal,69000,Alquiler,PH,2.0,64.0,1
1411,49697479,Villa Ortuzar,Capital Federal,35000,Alquiler,Apartamento,0.0,35.0,0
1412,49698171,Palermo,Capital Federal,54000,Alquiler,Apartamento,,36.0,1
1413,49698509,Villa Urquiza,Capital Federal,109999,Alquiler,PH,3.0,99.0,1
1414,49698711,Palermo,Capital Federal,60000,Alquiler,Casa,2.0,65.0,0
1415,49699588,Palermo,Capital Federal,44000,Alquiler,Apartamento,0.0,43.0,1
1416,49699613,Recoleta,Capital Federal,32000,Alquiler,Apartamento,1.0,35.0,0
1417,49700025,Palermo,Capital Federal,77000,Alquiler,Oficina comercial,1.0,59.0,1
1418,49700567,Villa Crespo,Capital Federal,35000,Alquiler,Apartamento,1.0,30.0,0
1419,49700665,Coghlan,Capital Federal,48000,Alquiler,Apartamento,1.0,39.0,0
1420,49701715,San Telmo,Capital Federal,65000,Alquiler,Apartamento,2.0,62.0,1
1421,49702416,Vicente López,GBA Norte,85000,Alquiler,PH,2.0,120.0,0
1422,49702420,Vicente López,GBA Norte,135000,Alquiler,PH,3.0,97.0,1
1423,49703087,Caballito,Capital Federal,39800,Alquiler,Apartamento,1.0,33.0,0
1424,49703238,Villa Crespo,Capital Federal,50000,Alquiler,Apartamento,1.0,48.0,1
1425,49703476,Pompeya,Capital Federal,33000,Alquiler,Apartamento,0.0,34.0,0
1426,49703495,Almagro,Capital Federal,100000,Alquiler,Apartamento,2.0,81.0,1
1427,49703660,Saavedra,Capital Federal,110000,Alquiler,PH,2.0,101.0,0
1428,49703833,Lomas de Zamora,GBA Sur,40000,Alquiler,Apartamento,1.0,,1
1429,49704569,Lanús,GBA Sur,18000,Alquiler,Apartamento,0.0,40.0,1
1430,49704961,Almagro,Capital Federal,33000,Alquiler,Apartamento,0.0,32.0,1
1431,49705096,Barrio Norte,Capital Federal,40000,Alquiler,Apartamento,0.0,30.0,1
1432,49705109,Palermo,Capital Federal,40000,Alquiler,Apartamento,1.0,28.0,1
1433,49705468,Belgrano,Capital Federal,60000,Alquiler,Apartamento,1.0,80.0,1
1434,49705560,Palermo,Capital Federal,65000,Alquiler,Apartamento,1.0,50.0,0
1435,49705573,Belgrano,Capital Federal,70000,Alquiler,Apartamento,1.0,48.0,0
1436,49706064,Avellaneda,GBA Sur,40000,Alquiler,PH,2.0,77.0,1
1437,49706336,Recoleta,Capital Federal,44000,Alquiler,Apartamento,1.0,60.0,0
1438,49706709,General San Martín,GBA Norte,50000,Alquiler,Casa,2.0,75.0,1
1439,49706795,Coghlan,Capital Federal,75000,Alquiler,Apartamento,2.0,77.0,1
1440,49707025,Vicente López,GBA Norte,80000,Alquiler,Casa,2.0,86.0,1
1441,49707944,Recoleta,Capital Federal,120000,Alquiler,PH,3.0,137.0,0
1442,49707981,Villa Crespo,Capital Federal,30000,Alquiler,Apartamento,0.0,31.0,1
1443,49708038,San Isidro,GBA Norte,40000,Alquiler,Apartamento,1.0,43.0,0
1444,49708137,Agronomía,Capital Federal,82000,Alquiler,PH,2.0,60.0,1
1445,49708427,Colegiales,Capital Federal,50000,Alquiler,Apartamento,1.0,66.0,0
1446,49708459,Belgrano,Capital Federal,56000,Alquiler,Apartamento,1.0,62.0,1
1447,49708577,Palermo,Capital Federal,45000,Alquiler,Apartamento,0.0,33.0,1
1448,49708609,Saavedra,Capital Federal,40000,Alquiler,Apartamento,1.0,55.0,0
1449,49708639,Colegiales,Capital Federal,43000,Alquiler,Apartamento,1.0,39.0,0
1450,49709101,Villa Urquiza,Capital Federal,70000,Alquiler,Apartamento,2.0,45.0,1
1451,49718255,Belgrano,Capital Federal,130000,Alquiler,Apartamento,2.0,80.0,0
1452,49718328,Belgrano,Capital Federal,100000,Alquiler,Apartamento,2.0,81.0,1
1453,49718501,Parque Centenario,Capital Federal,70000,Alquiler,PH,1.0,103.0,0
1454,49719028,Villa Pueyrredón,Capital Federal,95000,Alquiler,PH,2.0,85.0,0
1455,49719192,Palermo,Capital Federal,97000,Alquiler,Apartamento,1.0,60.0,1
1456,49719716,Coghlan,Capital Federal,50000,Alquiler,Apartamento,1.0,43.0,1
1457,49719947,Coghlan,Capital Federal,70000,Alquiler,Apartamento,2.0,75.0,1
1458,49720018,Caballito,Capital Federal,80000,Alquiler,Apartamento,2.0,75.0,1
1459,49720805,Barrio Norte,Capital Federal,65000,Alquiler,Apartamento,2.0,53.0,1
1460,49720827,Palermo,Capital Federal,82500,Alquiler,Apartamento,2.0,70.0,0
1461,49720830,Villa Lugano,Capital Federal,29900,Alquiler,PH,1.0,40.0,1
1462,49721174,Palermo,Capital Federal,45000,Alquiler,Apartamento,1.0,35.0,1
1463,49721199,Barrio Norte,Capital Federal,45000,Alquiler,Apartamento,1.0,40.0,1
1464,49721212,San Isidro,GBA Norte,44900,Alquiler,Apartamento,1.0,40.0,1
1465,49721299,Belgrano,Capital Federal,68000,Alquiler,PH,2.0,65.0,1
1466,49721783,Palermo,Capital Federal,700,Alquiler,PH,3.0,243.0,0
1467,49721842,Villa Urquiza,Capital Federal,60000,Alquiler,PH,1.0,50.0,1
1468,49722273,Almagro,Capital Federal,55000,Alquiler,PH,2.0,51.0,1
1469,49722456,Núñez,Capital Federal,60000,Alquiler,Apartamento,2.0,84.0,0
1470,49722602,Belgrano,Capital Federal,50000,Alquiler,Apartamento,1.0,47.0,0
1471,49723001,Colegiales,Capital Federal,130000,Alquiler,Apartamento,3.0,100.0,1
1472,49723122,Palermo,Capital Federal,60000,Alquiler,Apartamento,1.0,46.0,1
1473,49723274,Palermo,Capital Federal,85000,Alquiler,Apartamento,2.0,70.0,1
1474,49723325,Palermo,Capital Federal,79000,Alquiler,Apartamento,1.0,60.0,0
1475,49723495,Chacarita,Capital Federal,42000,Alquiler,Apartamento,0.0,40.0,1
1476,49723539,Congreso,Capital Federal,32000,Alquiler,Apartamento,0.0,23.0,1
1477,49724046,Villa del Parque,Capital Federal,60000,Alquiler,Apartamento,2.0,100.0,0
1478,49724093,Palermo,Capital Federal,45000,Alquiler,Apartamento,1.0,38.0,1
1479,49724776,Villa Devoto,Capital Federal,39000,Alquiler,Apartamento,0.0,33.0,0
1480,49724902,Palermo,Capital Federal,50000,Alquiler,Apartamento,0.0,36.0,1
1481,49725310,Palermo,Capital Federal,55000,Alquiler,Apartamento,2.0,40.0,1
1482,49727387,Villa Urquiza,Capital Federal,59000,Alquiler,Apartamento,1.0,50.0,1
1483,49728355,Belgrano,Capital Federal,65000,Alquiler,Apartamento,2.0,72.0,0
1484,49728824,Palermo,Capital Federal,32000,Alquiler,Apartamento,1.0,25.0,1
1485,49729601,Barrio Norte,Capital Federal,39000,Alquiler,Apartamento,0.0,43.0,0
1486,49729793,Caballito,Capital Federal,70000,Alquiler,Apartamento,3.0,88.0,0
1487,49729876,Coghlan,Capital Federal,80000,Alquiler,Apartamento,1.0,60.0,1
1488,49731656,San Isidro,GBA Norte,80000,Alquiler,Apartamento,2.0,70.0,0
1489,49731850,Villa Urquiza,Capital Federal,65000,Alquiler,PH,1.0,48.0,1
1490,49732160,Barrio Norte,Capital Federal,40000,Alquiler,Apartamento,1.0,40.0,0
1491,49732809,Palermo,Capital Federal,90000,Alquiler,Apartamento,2.0,77.0,1
1492,49733210,Caballito,Capital Federal,50000,Alquiler,Apartamento,1.0,36.0,1
1493,49733384,Caballito,Capital Federal,37000,Alquiler,Apartamento,1.0,32.0,1
1494,49733537,Caballito,Capital Federal,80000,Alquiler,PH,2.0,72.0,1
1495,49733941,Palermo,Capital Federal,60000,Alquiler,Apartamento,2.0,55.0,0
1496,49734046,Villa Crespo,Capital Federal,60000,Alquiler,PH,1.0,48.0,1
1497,49734047,Palermo,Capital Federal,65000,Alquiler,Apartamento,1.0,45.0,1
1498,49734071,Palermo,Capital Federal,78000,Alquiler,PH,2.0,149.0,1
1499,49735214,Almagro,Capital Federal,30000,Alquiler,Apartamento,0.0,32.0,0
1500,49735292,San Telmo,Capital Federal,65000,Alquiler,PH,3.0,54.0,1
1501,49735490,Caballito,Capital Federal,45000,Alquiler,PH,2.0,60.0,0
1502,49736113,Palermo,Capital Federal,60000,Alquiler,Apartamento,1.0,38.0,1
1503,49736170,Villa Crespo,Capital Federal,45000,Alquiler,Apartamento,1.0,,0
1504,49737078,Palermo,Capital Federal,140000,Alquiler,PH,2.0,136.0,0
1505,49737200,La Boca,Capital Federal,50000,Alquiler,Apartamento,2.0,60.0,1
1506,49737833,Villa Urquiza,Capital Federal,58000,Alquiler,Apartamento,1.0,48.0,1
1507,49738207,Palermo,Capital Federal,48000,Alquiler,Apartamento,1.0,45.0,0
1508,49739121,Palermo,Capital Federal,45500,Alquiler,Apartamento,1.0,40.0,0
1509,49739360,Belgrano,Capital Federal,35000,Alquiler,Apartamento,1.0,41.0,1
1510,49742295,Almagro,Capital Federal,45000,Alquiler,Apartamento,1.0,43.0,0
1511,49742572,Belgrano,Capital Federal,52000,Alquiler,Apartamento,1.0,43.0,1
1512,49742723,Caballito,Capital Federal,35000,Alquiler,Apartamento,1.0,40.0,0
1513,49742729,Belgrano,Capital Federal,70000,Alquiler,Apartamento,2.0,53.0,1
1514,49742955,Villa Urquiza,Capital Federal,40000,Alquiler,Apartamento,0.0,28.0,1
1515,49743931,Monserrat,Capital Federal,35000,Alquiler,Apartamento,0.0,27.0,1
1516,49744676,Rosario,Santa Fe,21000,Alquiler,Apartamento,0.0,30.0,1
1517,49744718,Belgrano,Capital Federal,55000,Alquiler,Apartamento,1.0,46.0,1
1518,49744738,Núñez,Capital Federal,55000,Alquiler,Apartamento,1.0,55.0,0
1519,49744816,Núñez,Capital Federal,48000,Alquiler,Apartamento,1.0,48.0,1
1520,49745559,San Isidro,GBA Norte,150000,Alquiler,Casa,3.0,140.0,1
1521,49746515,Villa Devoto,Capital Federal,75000,Alquiler,PH,2.0,67.0,0
1522,49746891,Villa Ortuzar,Capital Federal,28000,Alquiler,Apartamento,0.0,26.0,1
1523,49747424,Barrio Norte,Capital Federal,35000,Alquiler,Apartamento,1.0,45.0,0
1524,49747524,Flores,Capital Federal,34000,Alquiler,PH,0.0,28.0,1
1525,49747616,Palermo,Capital Federal,75000,Alquiler,Apartamento,0.0,45.0,1
1526,49748007,Villa Urquiza,Capital Federal,45000,Alquiler,Apartamento,1.0,44.0,1
1527,49748541,Belgrano,Capital Federal,68000,Alquiler,Apartamento,2.0,45.0,1
1528,49749604,Palermo,Capital Federal,32000,Alquiler,Apartamento,0.0,24.0,0
1529,49750912,Caballito,Capital Federal,80000,Alquiler,PH,2.0,62.0,1
1530,49751493,Vicente López,GBA Norte,115000,Alquiler,PH,2.0,200.0,0
1531,49752197,Villa Urquiza,Capital Federal,40000,Alquiler,Apartamento,0.0,32.0,1
1532,49753256,Colegiales,Capital Federal,49000,Alquiler,Apartamento,1.0,40.0,0
1533,49753384,Belgrano,Capital Federal,78000,Alquiler,Apartamento,3.0,80.0,1
1534,49753699,Villa Urquiza,Capital Federal,42000,Alquiler,Apartamento,0.0,35.0,1
1535,49753940,Vicente López,GBA Norte,75000,Alquiler,PH,2.0,160.0,1
1536,49754070,Villa Crespo,Capital Federal,27000,Alquiler,Apartamento,,22.0,1
1537,49754211,San Cristobal,Capital Federal,36000,Alquiler,Apartamento,,28.0,1
1538,49754889,San Isidro,GBA Norte,50000,Alquiler,Apartamento,1.0,45.0,1
1539,49754963,San Isidro,GBA Norte,90000,Alquiler,PH,2.0,99.0,0
1540,49755832,Palermo,Capital Federal,37000,Alquiler,Apartamento,1.0,30.0,1
1541,49756036,Caballito,Capital Federal,62000,Alquiler,Apartamento,1.0,47.0,1
1542,49756926,Belgrano,Capital Federal,75000,Alquiler,Apartamento,2.0,76.0,1
1543,49759874,Rosario,Santa Fe,22000,Alquiler,Apartamento,1.0,42.0,1
1544,49763264,Palermo,Capital Federal,48000,Alquiler,Apartamento,1.0,43.0,0
1545,49765620,San Cristobal,Capital Federal,30000,Alquiler,Apartamento,1.0,,1
1546,49767066,Belgrano,Capital Federal,55000,Alquiler,Apartamento,1.0,42.0,1
1547,49767640,Belgrano,Capital Federal,43500,Alquiler,Apartamento,1.0,39.0,0
1548,49768316,Belgrano,Capital Federal,75000,Alquiler,Apartamento,2.0,65.0,1
1549,49768399,Palermo,Capital Federal,33000,Alquiler,Apartamento,0.0,25.0,1
1550,49769638,Colegiales,Capital Federal,36000,Alquiler,Apartamento,1.0,38.0,1
1551,49776569,Almagro,Capital Federal,20000,Alquiler,Apartamento,1.0,50.0,1
